question_id,question_preview,config_method,config_k,config_dense_weight,config_bm25_weight,latency_ms,num_chunks,top_score,avg_score,min_score,max_score
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,dense,10,,,650.59,10,0.7193,0.7031,0.6976,0.7193
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,3,,,4.26,3,18.1877,17.9426,17.7871,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,5,,,4.30,5,18.1877,16.8136,14.8617,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,10,,,4.38,10,18.1877,15.6195,14.2419,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,3,0.7,0.3,402.16,3,0.0152,0.0151,0.0150,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,5,0.7,0.3,372.85,5,0.0152,0.0149,0.0142,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,10,0.7,0.3,421.05,10,0.0152,0.0136,0.0111,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,5,0.5,0.5,377.37,5,0.0152,0.0150,0.0147,0.0152
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,3,,,679.44,3,0.7571,0.7514,0.7462,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,5,,,407.03,5,0.7571,0.7486,0.7440,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,10,,,640.82,10,0.7571,0.7427,0.7339,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,3,,,5.94,3,22.5518,20.5932,19.5542,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,5,,,5.03,5,22.5518,20.1126,19.2737,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,10,,,4.97,10,22.5518,18.8756,16.4684,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,3,0.7,0.3,394.64,3,0.0164,0.0161,0.0158,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,5,0.7,0.3,395.46,5,0.0164,0.0157,0.0150,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,10,0.7,0.3,410.23,10,0.0164,0.0139,0.0100,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,5,0.5,0.5,1046.16,5,0.0164,0.0156,0.0147,0.0164
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,3,,,676.92,3,0.7283,0.7140,0.7008,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,5,,,406.48,5,0.7283,0.7057,0.6917,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,10,,,400.77,10,0.7283,0.6967,0.6850,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,3,,,11.80,3,27.7165,26.2195,24.3504,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,5,,,7.43,5,27.7165,23.5125,18.4855,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,10,,,8.54,10,27.7165,20.4604,16.6503,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,3,0.7,0.3,398.78,3,0.0163,0.0161,0.0157,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,5,0.7,0.3,409.96,5,0.0163,0.0156,0.0144,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,10,0.7,0.3,388.29,10,0.0163,0.0144,0.0108,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,5,0.5,0.5,415.36,5,0.0163,0.0155,0.0141,0.0163
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,3,,,402.44,3,0.7208,0.7119,0.7071,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,5,,,394.03,5,0.7208,0.7095,0.7053,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,10,,,393.63,10,0.7208,0.7039,0.6956,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,3,,,7.88,3,33.8071,25.7986,21.7264,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,5,,,8.06,5,33.8071,23.4199,19.1525,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,10,,,7.93,10,33.8071,20.9832,17.9727,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,3,0.7,0.3,438.11,3,0.0155,0.0151,0.0142,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,5,0.7,0.3,428.14,5,0.0155,0.0142,0.0115,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,10,0.7,0.3,409.57,10,0.0155,0.0125,0.0103,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,5,0.5,0.5,406.66,5,0.0158,0.0137,0.0082,0.0158
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,3,,,640.52,3,0.7227,0.7203,0.7163,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,5,,,661.12,5,0.7227,0.7177,0.7134,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,10,,,638.37,10,0.7227,0.7118,0.6999,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,3,,,5.46,3,18.7905,18.5105,18.2927,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,5,,,5.16,5,18.7905,17.4849,15.7489,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,10,,,8.11,10,18.7905,15.8090,13.7611,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,3,0.7,0.3,379.32,3,0.0162,0.0159,0.0154,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,5,0.7,0.3,388.91,5,0.0162,0.0155,0.0147,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,10,0.7,0.3,411.43,10,0.0162,0.0137,0.0104,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,5,0.5,0.5,417.70,5,0.0160,0.0155,0.0148,0.0160
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,3,,,399.85,3,0.7386,0.7279,0.7144,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,5,,,805.71,5,0.7386,0.7165,0.6972,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,10,,,670.38,10,0.7386,0.7034,0.6844,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,3,,,9.88,3,23.0034,21.1568,19.7943,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,5,,,12.62,5,23.0034,20.3682,18.7667,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,10,,,7.08,10,23.0034,18.8466,16.5603,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,3,0.7,0.3,397.13,3,0.0162,0.0157,0.0150,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,5,0.7,0.3,402.48,5,0.0162,0.0152,0.0143,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,10,0.7,0.3,384.38,10,0.0162,0.0136,0.0106,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,5,0.5,0.5,411.31,5,0.0161,0.0152,0.0147,0.0161
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,3,,,650.72,3,0.7610,0.7472,0.7357,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,5,,,661.17,5,0.7610,0.7409,0.7308,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,10,,,687.45,10,0.7610,0.7278,0.7121,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,3,,,6.37,3,35.4062,34.2743,33.3178,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,5,,,6.61,5,35.4062,33.4119,32.0316,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,10,,,6.74,10,35.4062,31.2172,26.8228,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,3,0.7,0.3,423.69,3,0.0164,0.0159,0.0156,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,5,0.7,0.3,395.13,5,0.0164,0.0155,0.0145,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,10,0.7,0.3,388.53,10,0.0164,0.0142,0.0106,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,5,0.5,0.5,417.30,5,0.0164,0.0155,0.0146,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,3,,,665.93,3,0.7475,0.7343,0.7208,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,5,,,677.44,5,0.7475,0.7281,0.7186,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,10,,,673.68,10,0.7475,0.7184,0.7020,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,3,,,10.19,3,47.5511,46.0683,45.0085,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,5,,,8.17,5,47.5511,44.2127,37.8821,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,10,,,8.50,10,47.5511,40.0096,35.1425,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,3,0.7,0.3,389.79,3,0.0164,0.0157,0.0153,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,5,0.7,0.3,387.96,5,0.0164,0.0151,0.0137,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,10,0.7,0.3,392.44,10,0.0164,0.0131,0.0103,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,5,0.5,0.5,397.36,5,0.0164,0.0149,0.0136,0.0164
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,3,,,659.41,3,0.7127,0.7095,0.7055,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,5,,,639.78,5,0.7127,0.7066,0.7012,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,10,,,395.04,10,0.7127,0.7012,0.6940,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,3,,,18.42,3,26.5496,25.3620,24.7509,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,5,,,10.65,5,26.5496,24.6964,23.5155,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,10,,,20.78,10,26.5496,23.7814,22.0836,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,3,0.7,0.3,430.23,3,0.0156,0.0154,0.0152,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,5,0.7,0.3,389.46,5,0.0156,0.0152,0.0147,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,10,0.7,0.3,407.37,10,0.0156,0.0143,0.0111,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,5,0.5,0.5,424.18,5,0.0155,0.0149,0.0145,0.0155
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,3,,,394.09,3,0.7492,0.7343,0.7197,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,5,,,659.96,5,0.7492,0.7231,0.7044,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,10,,,389.13,10,0.7492,0.7092,0.6927,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,3,,,12.92,3,40.7348,39.6897,38.6472,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,5,,,13.95,5,40.7348,38.7071,36.1125,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,10,,,10.35,10,40.7348,36.7449,34.0764,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,3,0.7,0.3,405.30,3,0.0162,0.0157,0.0151,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,5,0.7,0.3,480.89,5,0.0162,0.0149,0.0131,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,10,0.7,0.3,389.13,10,0.0162,0.0128,0.0103,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,5,0.5,0.5,379.26,5,0.0161,0.0148,0.0133,0.0161
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,3,,,397.89,3,0.7141,0.7050,0.6989,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,5,,,682.59,5,0.7141,0.7011,0.6938,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,10,,,651.60,10,0.7141,0.6968,0.6916,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,3,,,7.92,3,33.3468,26.1971,22.3892,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,5,,,9.62,5,33.3468,23.8319,19.8963,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,10,,,8.61,10,33.3468,20.9704,17.1553,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,3,0.7,0.3,391.26,3,0.0151,0.0146,0.0141,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,5,0.7,0.3,385.98,5,0.0151,0.0138,0.0115,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,10,0.7,0.3,392.95,10,0.0151,0.0124,0.0106,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,5,0.5,0.5,402.53,5,0.0153,0.0134,0.0082,0.0153
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,3,,,415.73,3,0.7107,0.7082,0.7043,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,5,,,397.60,5,0.7107,0.7055,0.7003,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,10,,,622.57,10,0.7107,0.7017,0.6966,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,3,,,9.33,3,36.4678,26.7749,21.2633,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,5,,,9.78,5,36.4678,24.4809,21.0396,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,10,,,10.11,10,36.4678,21.8944,18.4140,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,3,0.7,0.3,391.51,3,0.0156,0.0152,0.0147,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,5,0.7,0.3,435.25,5,0.0156,0.0147,0.0129,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,10,0.7,0.3,421.39,10,0.0156,0.0128,0.0103,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,5,0.5,0.5,396.02,5,0.0155,0.0147,0.0132,0.0155
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,3,,,389.18,3,0.7331,0.7274,0.7227,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,5,,,672.36,5,0.7331,0.7248,0.7208,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,10,,,374.29,10,0.7331,0.7186,0.7075,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,3,,,14.48,3,37.2647,28.3308,22.9189,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,5,,,10.15,5,37.2647,25.9917,22.2595,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,10,,,10.12,10,37.2647,23.3994,20.4219,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,3,0.7,0.3,396.65,3,0.0159,0.0157,0.0155,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,5,0.7,0.3,402.30,5,0.0159,0.0155,0.0152,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,10,0.7,0.3,393.11,10,0.0159,0.0141,0.0104,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,5,0.5,0.5,409.47,5,0.0160,0.0155,0.0146,0.0160
