question_id,method,k,alpha,latency_ms,num_chunks,top_score,score_normalized,rank_position,avg_score,median_score,std_score,min_score,max_score,score_range,total_chars,total_words
q022,bm25,3,,5.89,3,18.787357,1.0,1,18.508021,18.446879,0.254338,18.289827,18.787357,0.49753,16821,2757
q022,bm25,5,,4.99,5,18.787357,1.0,2,17.482661,18.289827,1.422385,15.746995,18.787357,3.040363,23642,3904
q022,bm25,10,,6.33,10,18.787357,1.0,3,15.806894,15.095716,2.016732,13.758772,18.787357,5.028585,39838,6656
q022,hybrid,3,0.7,400.16,3,0.001543,0.0,7,0.001541,0.001542,4e-06,0.001536,0.001543,7e-06,10436,1690
q022,hybrid,5,0.7,388.38,5,0.001543,0.0,8,0.001537,0.001536,6e-06,0.001529,0.001543,1.5e-05,16775,2711
q022,hybrid,10,0.7,450.42,10,0.001543,0.0,9,0.001394,0.001524,0.000221,0.001072,0.001543,0.000471,21307,3476
q022,hybrid,5,0.5,391.88,5,0.001542,0.0,10,0.001537,0.001536,5e-06,0.00153,0.001542,1.2e-05,16775,2711
q023,dense,3,,678.75,3,0.738551,0.032046,4,0.727942,0.730906,0.01236,0.714369,0.738551,0.024181,3538,589
q023,dense,5,,676.28,5,0.738551,0.032046,5,0.716515,0.714369,0.017986,0.697245,0.738551,0.041306,5199,876
q023,dense,10,,647.72,10,0.738551,0.032046,6,0.703395,0.697219,0.018775,0.684425,0.738551,0.054126,13721,2252
q023,bm25,3,,6.64,3,23.000099,1.0,1,21.154511,20.670333,1.657417,19.7931,23.000099,3.206999,6285,1046
q023,bm25,5,,5.76,5,23.000099,1.0,2,20.365832,19.7931,1.620914,18.764317,23.000099,4.235781,9976,1643
q023,bm25,10,,6.89,10,23.000099,1.0,3,18.844437,18.737744,2.008463,16.55841,23.000099,6.441689,18317,3000
q023,hybrid,3,0.7,405.36,3,0.001544,0.0,7,0.001539,0.001539,6e-06,0.001532,0.001544,1.2e-05,3584,615
q023,hybrid,5,0.7,413.79,5,0.001544,0.0,8,0.001533,0.001532,9e-06,0.001524,0.001544,2.1e-05,7924,1326
q023,hybrid,10,0.7,394.47,10,0.001544,0.0,9,0.001393,0.001523,0.000219,0.001074,0.001544,0.000471,14192,2343
q023,hybrid,5,0.5,406.74,5,0.001543,0.0,10,0.001534,0.001529,7e-06,0.001528,0.001543,1.5e-05,9488,1599
q024,dense,3,,644.25,3,0.76105,0.021436,4,0.747237,0.744948,0.012823,0.735712,0.76105,0.025337,8647,1402
q024,dense,5,,671.76,5,0.76105,0.021436,5,0.740876,0.735712,0.012578,0.730816,0.76105,0.030234,11596,1914
q024,dense,10,,387.27,10,0.76105,0.021436,6,0.727824,0.724448,0.016178,0.712052,0.76105,0.048998,19182,3234
q024,bm25,3,,7.2,3,35.432875,1.0,1,34.299179,34.13489,1.061132,33.329774,35.432875,2.103101,7320,1225
q024,bm25,5,,11.81,5,35.432875,1.0,2,33.433244,33.329774,1.405144,32.029741,35.432875,3.403134,9175,1549
q024,bm25,10,,10.77,10,35.432875,1.0,3,31.235037,31.561988,2.784687,26.82077,35.432875,8.612105,20335,3466
q024,hybrid,3,0.7,422.48,3,0.001546,0.0,7,0.001541,0.001538,4e-06,0.001538,0.001546,7e-06,6285,1068
q024,hybrid,5,0.7,437.79,5,0.001546,0.0,8,0.001537,0.001538,7e-06,0.001527,0.001546,1.9e-05,11466,1962
q024,hybrid,10,0.7,432.6,10,0.001546,0.0,9,0.001441,0.001527,0.000192,0.001074,0.001546,0.000472,19830,3350
q024,hybrid,5,0.5,419.56,5,0.001546,0.0,10,0.001537,0.001538,7e-06,0.001528,0.001546,1.8e-05,9002,1549
q025,dense,3,,406.2,3,0.747511,0.01568,4,0.734311,0.734639,0.013367,0.720783,0.747511,0.026728,8529,1370
q025,dense,5,,642.48,5,0.747511,0.01568,5,0.728088,0.720783,0.012726,0.718576,0.747511,0.028935,10973,1805
q025,dense,10,,371.33,10,0.747511,0.01568,6,0.71835,0.718266,0.013866,0.701978,0.747511,0.045533,20086,3417
q025,bm25,3,,17.62,3,47.575262,1.0,1,46.074003,45.641148,1.3384,45.005598,47.575262,2.569664,6939,1123
q025,bm25,5,,9.83,5,47.575262,1.0,2,44.217628,45.005598,3.697637,37.879089,47.575262,9.696173,10378,1696
q025,bm25,10,,10.73,10,47.575262,1.0,3,40.020089,37.36014,5.082791,35.150574,47.575262,12.424688,21951,3587
q025,hybrid,3,0.7,409.74,3,0.001546,0.0,7,0.001539,0.001538,6e-06,0.001535,0.001546,1.1e-05,8529,1370
q025,hybrid,5,0.7,441.96,5,0.001546,0.0,8,0.001533,0.001535,1.1e-05,0.001517,0.001546,2.9e-05,13385,2202
q025,hybrid,10,0.7,450.88,10,0.001546,0.0,9,0.001347,0.001514,0.000235,0.00107,0.001546,0.000475,20638,3497
q025,hybrid,5,0.5,408.58,5,0.001546,0.0,10,0.00153,0.00153,1.1e-05,0.001515,0.001546,3e-05,10015,1631
q026,dense,3,,662.47,3,0.712664,0.026791,4,0.709518,0.710412,0.003676,0.705477,0.712664,0.007187,2940,532
q026,dense,5,,680.72,5,0.712664,0.026791,5,0.706587,0.705477,0.004833,0.701198,0.712664,0.011465,9640,1698
q026,dense,10,,404.73,10,0.712664,0.026791,6,0.701227,0.699925,0.006626,0.694008,0.712664,0.018656,19840,3385
q026,bm25,3,,9.56,3,26.54548,1.0,1,25.358572,24.781575,1.028024,24.74866,26.54548,1.79682,8439,1366
q026,bm25,5,,8.7,5,26.54548,1.0,2,24.69335,24.74866,1.17254,23.51272,26.54548,3.03276,12192,2006
q026,bm25,10,,17.71,10,26.54548,1.0,3,23.783584,23.451612,1.282969,22.080848,26.54548,4.464632,23481,3885
q026,hybrid,3,0.7,414.11,3,0.001537,0.0,8,0.001535,0.001535,2e-06,0.001534,0.001537,3e-06,7994,1298
q026,hybrid,5,0.7,423.77,5,0.001537,0.0,9,0.001534,0.001534,3e-06,0.001528,0.001537,9e-06,11215,1850
q026,hybrid,10,0.7,428.79,10,0.001537,0.0,10,0.001482,0.001528,0.000142,0.001079,0.001537,0.000459,19287,3259
q026,hybrid,5,0.5,399.91,5,0.001537,0.0,7,0.001531,0.001531,5e-06,0.001526,0.001537,1.2e-05,9363,1546
q027,dense,3,,648.16,3,0.749153,0.018338,4,0.73431,0.734059,0.01472,0.719716,0.749153,0.029437,8529,1370
q027,dense,5,,458.0,5,0.749153,0.018338,5,0.723057,0.719716,0.018638,0.704379,0.749153,0.044774,11596,1914
q027,dense,10,,407.71,10,0.749153,0.018338,6,0.709186,0.702711,0.019314,0.692668,0.749153,0.056486,16825,2819
q027,bm25,3,,24.79,3,40.769406,1.0,1,39.703477,39.682569,1.055631,38.658455,40.769406,2.110951,5550,940
q027,bm25,5,,17.62,5,40.769406,1.0,2,38.730273,38.658455,1.716843,36.161855,40.769406,4.607552,11366,1913
q027,bm25,10,,15.06,10,40.769406,1.0,3,36.761268,36.124764,2.428521,34.109957,40.769406,6.659449,22857,3826
q027,hybrid,3,0.7,407.39,3,0.001543,0.0,7,0.001539,0.001542,6e-06,0.001533,0.001543,1.1e-05,6285,1068
q027,hybrid,5,0.7,412.74,5,0.001543,0.0,8,0.00153,0.001533,1.4e-05,0.00151,0.001543,3.3e-05,9885,1679
q027,hybrid,10,0.7,444.6,10,0.001543,0.0,9,0.001302,0.001295,0.00024,0.00107,0.001543,0.000473,19850,3337
q027,hybrid,5,0.5,392.3,5,0.001543,0.0,10,0.001529,0.00153,1.4e-05,0.001512,0.001543,3.1e-05,9885,1679
q028,dense,3,,683.29,3,0.714111,0.021373,4,0.705002,0.701982,0.008036,0.698913,0.714111,0.015198,1905,332
q028,dense,5,,391.84,5,0.714111,0.021373,5,0.701057,0.698913,0.007898,0.693786,0.714111,0.020325,5182,891
q028,dense,10,,411.02,10,0.714111,0.021373,6,0.696786,0.693626,0.006948,0.691573,0.714111,0.022538,11958,2044
q028,bm25,3,,7.08,3,33.341308,1.0,1,26.192935,22.852391,6.19508,22.385107,33.341308,10.956201,9299,1466
q028,bm25,5,,7.0,5,33.341308,1.0,2,23.828862,22.385107,5.453779,19.895164,33.341308,13.446144,10382,1637
q028,bm25,10,,7.22,10,33.341308,1.0,3,20.970761,19.523041,4.763447,17.18358,33.341308,16.157728,22078,3591
q028,hybrid,3,0.7,413.47,3,0.001534,0.0,8,0.001527,0.001528,6e-06,0.001521,0.001534,1.2e-05,8587,1370
q028,hybrid,5,0.7,440.31,5,0.001534,0.0,9,0.001436,0.001521,0.000198,0.001082,0.001534,0.000452,10179,1649
q028,hybrid,10,0.7,387.62,10,0.001534,0.0,10,0.001257,0.001081,0.000231,0.001074,0.001534,0.00046,15401,2545
q028,hybrid,5,0.5,402.17,5,0.001535,0.0,7,0.001377,0.001528,0.000338,0.000773,0.001535,0.000762,10179,1649
q029,dense,3,,408.03,3,0.710652,0.019449,4,0.708207,0.709649,0.003404,0.704319,0.710652,0.006332,5977,949
q029,dense,5,,475.97,5,0.710652,0.019449,5,0.705512,0.704319,0.004486,0.700271,0.710652,0.01038,7569,1228
q029,dense,10,,377.05,10,0.710652,0.019449,6,0.701739,0.700177,0.005069,0.69657,0.710652,0.014082,13205,2164
q029,bm25,3,,8.84,3,36.462127,1.0,1,26.770774,22.59019,8.419269,21.260005,36.462127,15.202122,8687,1435
q029,bm25,5,,9.87,5,36.462127,1.0,2,24.477616,21.260005,6.730667,21.036988,36.462127,15.425139,11211,1874
q029,bm25,10,,11.02,10,36.462127,1.0,3,21.891678,20.888476,5.292882,18.410971,36.462127,18.051156,31582,5256
q029,hybrid,3,0.7,426.78,3,0.001538,0.0,7,0.001534,0.001537,5e-06,0.001529,0.001538,9e-06,7242,1167
q029,hybrid,5,0.7,378.99,5,0.001538,0.0,8,0.001528,0.001529,1.2e-05,0.001507,0.001538,3.1e-05,14063,2314
q029,hybrid,10,0.7,397.79,10,0.001538,0.0,9,0.001302,0.001294,0.000238,0.00107,0.001538,0.000467,18934,3144
q029,hybrid,5,0.5,471.24,5,0.001537,0.0,10,0.001528,0.001533,1.1e-05,0.001511,0.001537,2.7e-05,14063,2314
q030,dense,3,,387.64,3,0.733054,0.019634,4,0.727383,0.726396,0.005247,0.7227,0.733054,0.010353,2355,409
q030,dense,5,,400.49,5,0.733054,0.019634,5,0.724831,0.7227,0.005099,0.720794,0.733054,0.01226,9038,1471
q030,dense,10,,687.37,10,0.733054,0.019634,6,0.718613,0.72003,0.008167,0.70746,0.733054,0.025594,18835,3129
q030,bm25,3,,23.82,3,37.258782,1.0,1,28.32675,24.806836,7.79301,22.914632,37.258782,14.344151,17088,2873
q030,bm25,5,,22.14,5,37.258782,1.0,2,25.987936,22.914632,6.375484,22.25635,37.258782,15.002432,24226,4018
q030,bm25,10,,11.98,10,37.258782,1.0,3,23.396421,21.718022,5.057089,20.419483,37.258782,16.839299,31221,5216
q030,hybrid,3,0.7,436.93,3,0.001542,0.0,8,0.001539,0.001538,2e-06,0.001537,0.001542,4e-06,9000,1452
q030,hybrid,5,0.7,416.9,5,0.001542,0.0,9,0.001537,0.001537,3e-06,0.001533,0.001542,8e-06,11761,1922
q030,hybrid,10,0.7,388.65,10,0.001542,0.0,10,0.00144,0.00153,0.000191,0.001072,0.001542,0.00047,16959,2811
q030,hybrid,5,0.5,406.91,5,0.001542,0.0,7,0.001537,0.001538,5e-06,0.001528,0.001542,1.4e-05,12618,2067
