question_id,method,k,alpha,latency_ms,num_chunks,top_score,avg_score,median_score,std_score,min_score,max_score,score_range,total_chars,total_words
q024,hybrid,10,0.7,383.65,10,0.016393,0.014189,0.01449,0.001894,0.010606,0.016393,0.005787,19830,3350
q024,hybrid,5,0.5,417.58,5,0.016393,0.015534,0.015625,0.000655,0.014606,0.016393,0.001788,9002,1549
q025,dense,3,,616.17,3,0.747511,0.734311,0.734639,0.013367,0.720783,0.747511,0.026728,8529,1370
q025,dense,5,,696.13,5,0.747511,0.728088,0.720783,0.012726,0.718576,0.747511,0.028935,10973,1805
q025,dense,10,,402.67,10,0.747511,0.71835,0.718266,0.013866,0.701978,0.747511,0.045533,20086,3417
q025,bm25,3,,8.88,3,47.551062,46.068277,45.645252,1.323007,45.008516,47.551062,2.542546,6939,1123
q025,bm25,5,,10.31,5,47.551062,44.212714,45.008516,3.690874,37.882105,47.551062,9.668957,10378,1696
q025,bm25,10,,11.22,10,47.551062,40.009634,37.347677,5.085399,35.142477,47.551062,12.408585,21970,3591
q025,hybrid,3,0.7,431.68,3,0.016393,0.015749,0.015576,0.000578,0.015278,0.016393,0.001116,8529,1370
q025,hybrid,5,0.7,393.98,5,0.016393,0.015126,0.015278,0.001015,0.01367,0.016393,0.002724,13385,2202
q025,hybrid,10,0.7,406.56,10,0.016393,0.013129,0.013439,0.002349,0.010294,0.016393,0.006099,20638,3497
q025,hybrid,5,0.5,400.48,5,0.016393,0.014896,0.014881,0.001037,0.013575,0.016393,0.002818,10015,1631
q026,dense,3,,395.5,3,0.712664,0.709518,0.710412,0.003676,0.705477,0.712664,0.007187,2940,532
q026,dense,5,,692.23,5,0.712664,0.706587,0.705477,0.004833,0.701198,0.712664,0.011465,9640,1698
q026,dense,10,,551.35,10,0.712664,0.701227,0.699925,0.006626,0.694008,0.712664,0.018656,19840,3385
q026,bm25,3,,17.51,3,26.549598,25.362024,24.785581,1.028616,24.750893,26.549598,1.798705,8439,1366
q026,bm25,5,,20.12,5,26.549598,24.696388,24.750893,1.173208,23.515547,26.549598,3.034052,12192,2006
q026,bm25,10,,16.09,10,26.549598,23.78136,23.454234,1.287685,22.083577,26.549598,4.466021,23491,3887
q026,hybrid,3,0.7,395.3,3,0.015585,0.01537,0.015286,0.000188,0.015238,0.015585,0.000347,5257,839
q026,hybrid,5,0.7,403.33,5,0.015585,0.015198,0.015238,0.000335,0.01466,0.015585,0.000925,11215,1850
q026,hybrid,10,0.7,403.46,10,0.015585,0.014285,0.01459,0.001318,0.011111,0.015585,0.004474,19287,3259
q026,hybrid,5,0.5,367.6,5,0.015527,0.01494,0.014955,0.000392,0.014526,0.015527,0.001001,12078,1986
q027,dense,3,,418.42,3,0.749153,0.73431,0.734059,0.01472,0.719716,0.749153,0.029437,8529,1370
q027,dense,5,,392.7,5,0.749153,0.723057,0.719716,0.018638,0.704379,0.749153,0.044774,11596,1914
q027,dense,10,,684.64,10,0.749153,0.709186,0.702711,0.019314,0.692668,0.749153,0.056486,16825,2819
q027,bm25,3,,12.31,3,40.734846,39.68972,39.687148,1.043843,38.647165,40.734846,2.087681,5550,940
q027,bm25,5,,12.9,5,40.734846,38.707081,38.647165,1.727184,36.112499,40.734846,4.622347,11376,1915
q027,bm25,10,,13.81,10,40.734846,36.744908,36.102755,2.42743,34.076368,40.734846,6.658478,22876,3830
q027,hybrid,3,0.7,428.91,3,0.016163,0.015749,0.016029,0.000605,0.015055,0.016163,0.001108,6285,1068
q027,hybrid,5,0.7,486.95,5,0.016163,0.014858,0.015055,0.00132,0.013145,0.016163,0.003018,9885,1679
q027,hybrid,10,0.7,407.19,10,0.016163,0.012786,0.012218,0.002369,0.010294,0.016163,0.005869,19850,3337
q027,hybrid,5,0.5,403.85,5,0.016133,0.014773,0.014835,0.001322,0.01325,0.016133,0.002883,9885,1679
q028,dense,3,,643.96,3,0.714111,0.705002,0.701982,0.008036,0.698913,0.714111,0.015198,1905,332
q028,dense,5,,401.42,5,0.714111,0.701057,0.698913,0.007898,0.693786,0.714111,0.020325,5182,891
q028,dense,10,,663.89,10,0.714111,0.696786,0.693626,0.006948,0.691573,0.714111,0.022538,11958,2044
q028,bm25,3,,6.64,3,33.346759,26.197115,22.855365,6.196158,22.389221,33.346759,10.957538,9299,1466
q028,bm25,5,,6.79,5,33.346759,23.831942,22.389221,5.455294,19.896338,33.346759,13.450421,10382,1637
q028,bm25,10,,6.64,10,33.346759,20.970445,19.525071,4.7672,17.155253,33.346759,16.191506,22088,3593
q028,hybrid,3,0.7,413.06,3,0.015135,0.014628,0.014621,0.000503,0.014129,0.015135,0.001007,8587,1370
q028,hybrid,5,0.7,417.19,5,0.015135,0.013801,0.014129,0.001414,0.011475,0.015135,0.00366,10179,1649
q028,hybrid,10,0.7,401.26,10,0.015135,0.012372,0.011383,0.001786,0.010606,0.015135,0.004529,15401,2545
q028,hybrid,5,0.5,388.51,5,0.015275,0.013366,0.014776,0.002959,0.008197,0.015275,0.007078,10179,1649
q029,dense,3,,631.47,3,0.710652,0.708207,0.709649,0.003404,0.704319,0.710652,0.006332,5977,949
q029,dense,5,,658.4,5,0.710652,0.705512,0.704319,0.004486,0.700271,0.710652,0.01038,7569,1228
q029,dense,10,,642.32,10,0.710652,0.701739,0.700177,0.005069,0.69657,0.710652,0.014082,13205,2164
q029,bm25,3,,10.04,3,36.467834,26.774889,22.593527,8.420645,21.263305,36.467834,15.204528,8687,1435
q029,bm25,5,,10.28,5,36.467834,24.48092,21.263305,6.732045,21.039605,36.467834,15.428229,11211,1874
q029,bm25,10,,10.68,10,36.467834,21.894372,20.890343,5.293944,18.414033,36.467834,18.053801,31582,5256
q029,hybrid,3,0.7,417.58,3,0.015576,0.015249,0.015457,0.000466,0.014716,0.015576,0.00086,7242,1167
q029,hybrid,5,0.7,434.1,5,0.015576,0.014661,0.014716,0.001063,0.012917,0.015576,0.002659,14063,2314
q029,hybrid,10,0.7,394.64,10,0.015576,0.012757,0.012196,0.002153,0.010294,0.015576,0.005282,18934,3144
q029,hybrid,5,0.5,378.61,5,0.015505,0.014695,0.015141,0.000928,0.013194,0.015505,0.00231,14063,2314
q030,dense,3,,613.09,3,0.733054,0.727383,0.726396,0.005247,0.7227,0.733054,0.010353,2355,409
q030,dense,5,,677.6,5,0.733054,0.724831,0.7227,0.005099,0.720794,0.733054,0.01226,9038,1471
q030,dense,10,,647.7,10,0.733054,0.718613,0.72003,0.008167,0.70746,0.733054,0.025594,18835,3129
q030,bm25,3,,10.21,3,37.264661,28.330806,24.808835,7.794439,22.918922,37.264661,14.34574,17088,2873
q030,bm25,5,,8.87,5,37.264661,25.991722,22.918922,6.376546,22.259513,37.264661,15.005149,24226,4018
q030,bm25,10,,10.94,10,37.264661,23.39939,21.720859,5.058152,20.421856,37.264661,16.842805,31221,5216
q030,hybrid,3,0.7,431.41,3,0.01595,0.0157,0.015625,0.000222,0.015524,0.01595,0.000426,9000,1452
q030,hybrid,5,0.7,382.22,5,0.01595,0.01553,0.015524,0.000282,0.015238,0.01595,0.000712,11761,1922
q030,hybrid,10,0.7,410.29,10,0.01595,0.014117,0.014858,0.001871,0.010448,0.01595,0.005502,16959,2811
q030,hybrid,5,0.5,414.76,5,0.016001,0.015462,0.015625,0.000529,0.014643,0.016001,0.001358,11761,1922
