question_id,question_preview,config_method,config_k,config_dense_weight,config_bm25_weight,latency_ms,num_chunks,top_score,avg_score,min_score,max_score
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,dense,10,,,414.09,10,0.7193,0.7031,0.6976,0.7193
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,3,,,5.64,3,18.1877,17.9426,17.7871,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,5,,,8.88,5,18.1877,16.8136,14.8617,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,bm25,10,,,5.05,10,18.1877,15.6195,14.2419,18.1877
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,3,0.7,0.3,395.02,3,0.0152,0.0151,0.0150,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,5,0.7,0.3,374.12,5,0.0152,0.0149,0.0142,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,10,0.7,0.3,405.77,10,0.0152,0.0136,0.0111,0.0152
q018,Qual o prazo para pagamento do IRRF devido pela pessoa jurídica sobre os lucros e dividendos distrib,hybrid,5,0.5,0.5,414.15,5,0.0152,0.0150,0.0147,0.0152
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,3,,,621.74,3,0.7571,0.7514,0.7462,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,5,,,1526.95,5,0.7571,0.7486,0.7440,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,dense,10,,,665.61,10,0.7571,0.7427,0.7339,0.7571
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,3,,,7.13,3,22.5518,20.5932,19.5542,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,5,,,9.00,5,22.5518,20.1126,19.2737,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,bm25,10,,,6.54,10,22.5518,18.8756,16.4684,22.5518
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,3,0.7,0.3,420.81,3,0.0164,0.0161,0.0158,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,5,0.7,0.3,435.89,5,0.0164,0.0157,0.0150,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,10,0.7,0.3,418.28,10,0.0164,0.0139,0.0100,0.0164
q019,A lei traz alguma hipótese de afastamento da tributação do IRRF sobre os lucros e dividendos pagos p,hybrid,5,0.5,0.5,396.04,5,0.0164,0.0156,0.0147,0.0164
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,3,,,659.00,3,0.7283,0.7140,0.7008,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,5,,,661.05,5,0.7283,0.7057,0.6917,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,dense,10,,,417.84,10,0.7283,0.6967,0.6850,0.7283
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,3,,,8.65,3,27.7165,26.2195,24.3504,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,5,,,6.52,5,27.7165,23.5125,18.4855,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,bm25,10,,,7.90,10,27.7165,20.4604,16.6503,27.7165
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,3,0.7,0.3,387.58,3,0.0163,0.0161,0.0157,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,5,0.7,0.3,406.22,5,0.0163,0.0156,0.0144,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,10,0.7,0.3,446.26,10,0.0163,0.0144,0.0108,0.0163
q020,Para que não haja a tributação pelo IRRF sobre os lucros e dividendos apurados até o ano- calendário,hybrid,5,0.5,0.5,404.21,5,0.0163,0.0155,0.0141,0.0163
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,3,,,402.50,3,0.7208,0.7119,0.7071,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,5,,,398.46,5,0.7208,0.7095,0.7053,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",dense,10,,,685.90,10,0.7208,0.7039,0.6956,0.7208
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,3,,,9.05,3,33.8071,25.7986,21.7264,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,5,,,9.52,5,33.8071,23.4199,19.1525,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",bm25,10,,,9.30,10,33.8071,20.9832,17.9727,33.8071
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,3,0.7,0.3,410.47,3,0.0155,0.0151,0.0142,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,5,0.7,0.3,380.66,5,0.0155,0.0142,0.0115,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,10,0.7,0.3,381.81,10,0.0155,0.0125,0.0103,0.0155
q021,"No caso de pagamentos efetuados a governos estrangeiros, fundos soberanos e entidades no exterior qu",hybrid,5,0.5,0.5,396.49,5,0.0158,0.0137,0.0082,0.0158
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,3,,,482.00,3,0.7227,0.7203,0.7163,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,5,,,379.08,5,0.7227,0.7177,0.7134,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,dense,10,,,407.00,10,0.7227,0.7118,0.6999,0.7227
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,3,,,5.92,3,18.7905,18.5105,18.2927,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,5,,,6.16,5,18.7905,17.4849,15.7489,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,bm25,10,,,6.97,10,18.7905,15.8090,13.7611,18.7905
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,3,0.7,0.3,371.88,3,0.0162,0.0159,0.0154,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,5,0.7,0.3,376.28,5,0.0162,0.0155,0.0147,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,10,0.7,0.3,367.54,10,0.0162,0.0137,0.0104,0.0162
q022,No caso de lucros ou dividendos distribuídos para não-residente a tributação do IRRF é afastada se o,hybrid,5,0.5,0.5,382.58,5,0.0160,0.0155,0.0148,0.0160
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,3,,,616.12,3,0.7386,0.7279,0.7144,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,5,,,650.42,5,0.7386,0.7165,0.6972,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,dense,10,,,660.65,10,0.7386,0.7034,0.6844,0.7386
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,3,,,8.04,3,23.0034,21.1568,19.7943,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,5,,,6.18,5,23.0034,20.3682,18.7667,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,bm25,10,,,6.70,10,23.0034,18.8466,16.5603,23.0034
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,3,0.7,0.3,410.60,3,0.0162,0.0157,0.0150,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,5,0.7,0.3,376.46,5,0.0162,0.0152,0.0143,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,10,0.7,0.3,400.40,10,0.0162,0.0136,0.0106,0.0162
q023,Qual o código de receita deve ser utilizado no DARF que será pago para recolher o IRRF sobre os lucr,hybrid,5,0.5,0.5,421.51,5,0.0161,0.0152,0.0147,0.0161
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,3,,,659.27,3,0.7610,0.7472,0.7357,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,5,,,683.99,5,0.7610,0.7409,0.7308,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",dense,10,,,399.42,10,0.7610,0.7278,0.7121,0.7610
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,3,,,8.38,3,35.4062,34.2743,33.3178,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,5,,,7.81,5,35.4062,33.4119,32.0316,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",bm25,10,,,11.14,10,35.4062,31.2172,26.8228,35.4062
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,3,0.7,0.3,409.03,3,0.0164,0.0159,0.0156,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,5,0.7,0.3,376.29,5,0.0164,0.0155,0.0145,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,10,0.7,0.3,378.88,10,0.0164,0.0142,0.0106,0.0164
q024,"A capitalização de lucros e dividendos é tributada pelo imposto de renda com base no art. 10, § 4º, ",hybrid,5,0.5,0.5,410.00,5,0.0164,0.0155,0.0146,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,3,,,665.14,3,0.7475,0.7343,0.7208,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,5,,,659.91,5,0.7475,0.7281,0.7186,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,dense,10,,,543.92,10,0.7475,0.7184,0.7020,0.7475
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,3,,,10.94,3,47.5511,46.0683,45.0085,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,5,,,10.25,5,47.5511,44.2127,37.8821,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,bm25,10,,,10.58,10,47.5511,40.0096,35.1425,47.5511
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,3,0.7,0.3,414.75,3,0.0164,0.0157,0.0153,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,5,0.7,0.3,415.58,5,0.0164,0.0151,0.0137,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,10,0.7,0.3,372.48,10,0.0164,0.0131,0.0103,0.0164
q025,A capitalização de lucros apurados até 31 de dezembro de 2025 deliberada e aprovada em 2025 é tribut,hybrid,5,0.5,0.5,445.67,5,0.0164,0.0149,0.0136,0.0164
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,3,,,635.93,3,0.7127,0.7095,0.7055,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,5,,,672.71,5,0.7127,0.7066,0.7012,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",dense,10,,,372.86,10,0.7127,0.7012,0.6940,0.7127
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,3,,,10.02,3,26.5496,25.3620,24.7509,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,5,,,10.00,5,26.5496,24.6964,23.5155,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",bm25,10,,,12.38,10,26.5496,23.7814,22.0836,26.5496
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,3,0.7,0.3,409.71,3,0.0156,0.0154,0.0152,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,5,0.7,0.3,406.11,5,0.0156,0.0152,0.0147,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,10,0.7,0.3,436.34,10,0.0156,0.0143,0.0111,0.0156
q026,"Após a incorporação dos lucros apurados até 31 de dezembro de 2025 (deliberada e aprovada em 2025), ",hybrid,5,0.5,0.5,427.18,5,0.0155,0.0149,0.0145,0.0155
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,3,,,647.25,3,0.7492,0.7343,0.7197,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,5,,,647.27,5,0.7492,0.7231,0.7044,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",dense,10,,,397.79,10,0.7492,0.7092,0.6927,0.7492
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,3,,,12.21,3,40.7348,39.6897,38.6472,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,5,,,15.34,5,40.7348,38.7071,36.1125,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",bm25,10,,,15.04,10,40.7348,36.7449,34.0764,40.7348
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,3,0.7,0.3,380.39,3,0.0162,0.0157,0.0151,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,5,0.7,0.3,372.35,5,0.0162,0.0149,0.0131,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,10,0.7,0.3,388.73,10,0.0162,0.0128,0.0103,0.0162
q027,"A capitalização de lucros apurados após 31 de dezembro de 2025 ou daqueles apurados nesse período, m",hybrid,5,0.5,0.5,404.37,5,0.0161,0.0148,0.0133,0.0161
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,3,,,395.32,3,0.7141,0.7050,0.6989,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,5,,,643.83,5,0.7141,0.7011,0.6938,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,dense,10,,,637.68,10,0.7141,0.6968,0.6916,0.7141
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,3,,,8.60,3,33.3468,26.1971,22.3892,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,5,,,8.65,5,33.3468,23.8319,19.8963,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,bm25,10,,,9.16,10,33.3468,20.9704,17.1553,33.3468
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,3,0.7,0.3,389.53,3,0.0151,0.0146,0.0141,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,5,0.7,0.3,391.13,5,0.0151,0.0138,0.0115,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,10,0.7,0.3,401.32,10,0.0151,0.0124,0.0106,0.0151
q028,Como devem ser constituídas as entidades no exterior que tenham como principal atividade a administr,hybrid,5,0.5,0.5,404.16,5,0.0153,0.0134,0.0082,0.0153
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,3,,,677.76,3,0.7107,0.7082,0.7043,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,5,,,404.82,5,0.7107,0.7055,0.7003,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,dense,10,,,390.87,10,0.7107,0.7017,0.6966,0.7107
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,3,,,10.81,3,36.4678,26.7749,21.2633,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,5,,,11.46,5,36.4678,24.4809,21.0396,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,bm25,10,,,17.65,10,36.4678,21.8944,18.4140,36.4678
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,3,0.7,0.3,387.91,3,0.0156,0.0152,0.0147,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,5,0.7,0.3,376.51,5,0.0156,0.0147,0.0129,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,10,0.7,0.3,414.53,10,0.0156,0.0128,0.0103,0.0156
q029,A entidade no exterior que tenha como principal atividade a administração de benefícios previdenciár,hybrid,5,0.5,0.5,383.98,5,0.0155,0.0147,0.0132,0.0155
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,3,,,677.79,3,0.7331,0.7274,0.7227,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,5,,,386.65,5,0.7331,0.7248,0.7208,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,dense,10,,,382.73,10,0.7331,0.7186,0.7075,0.7331
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,3,,,12.63,3,37.2647,28.3308,22.9189,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,5,,,12.75,5,37.2647,25.9917,22.2595,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,bm25,10,,,12.63,10,37.2647,23.3994,20.4219,37.2647
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,3,0.7,0.3,418.43,3,0.0159,0.0157,0.0155,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,5,0.7,0.3,404.21,5,0.0159,0.0155,0.0152,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,10,0.7,0.3,410.00,10,0.0159,0.0141,0.0104,0.0159
q030,Caso os lucros e dividendos sejam pagos a veículo de investimento no exterior que seja detido por go,hybrid,5,0.5,0.5,398.98,5,0.0160,0.0155,0.0146,0.0160
